ID,Item title,Final URL,Image URL,price,sale_price,Contextual keywords
1000000469,뉴트리원 자연담은 노니1L 2팩 약 66일분 자연 발효 100% 원액 슈퍼푸드 폴리페놀,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000469,https://www.nutrione.co.kr/data/goods/19/02/08/1000000469/1000000469_detail_098.png,41000 KRW,30000 KRW,"자연담은 노니 1000ml,노니,노니주스,노니쥬스,노니원액,노니진액,노니즙,진액,즙,주스,염증,염증에좋은,선물,실버,노인,고령,명절,아버지,어머니,30대,40대,50대,60대,70대,80대,슈퍼푸드,면역력,피로에 좋은,피곤,피로,암,항암,당뇨,항염,통증,폴리페놀,항산화,노화,혈관,비연,관절염,소화,소화기능,정력,남성,남자,기력,골다공증,무릎,허리,어깨,종합건강,종합영양제,가족"
1000000504,[재입고] 뉴트리원 정우성 루테인 지아잔틴 164 1박스 1개월분 눈 건강 영양제 노화 비타민 아연,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000504,https://www.nutrione.co.kr/data/goods/19/03/13/1000000504/1000000504_detail_023.png,29000 KRW,29000 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000505,뉴트리원 정우성 트리플엑스 127 2박스 2개월분 RTG 오메가3 멀티 종합 비타민 에너지 뼈 근육,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000505,https://www.nutrione.co.kr/data/goods/19/03/13/1000000505/1000000505_detail_078.png,66500 KRW,49800 KRW,"정우성종합영양제,오메가3,비타민12종,미네랄7종,오메가3,오메가,비타민,미네랄,종합영양제,정우성,종합비타민,비타민A,비타민B,비타민C,비타민D,비타민E,셀렌,망간,칼슘,구리,아연,비오틴,엽산,비오틴,EPA,DHA,RTG,근육,신진대사,뼈,뼈건강,관절,면역,활력,에너지,종합,가족,어르신,노인,10대,20대,30대,40대,50대,60대,70대,80대,혈액,성장,여자,여성,남자,남성,청소년,학생,중학생,고등학생,직장인,주부"
1000000506,뉴트리원 정우성 멀티비타민 미네랄 139 2박스 4개월분 종합 비타민 미네랄 22종 영양소,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000506,https://www.nutrione.co.kr/data/goods/19/03/13/1000000506/1000000506_detail_063.png,59600 KRW,44800 KRW,"정우성 비타민,멀티비타민,종합영양제,정우성 멀티비타민,온가족영양제,정우성 멀티비타민미네랄139 60정,주부,직장인,남성,남자,여자,여성,10대,20대,30대,40대,50대,60대,70대,80대,실버,노인,청소년,중학생,고등학생,성장기,칼슘,마그네슘,노년층,선물,비오틴,엽산,비타민C,비타민A,비타민B,비타민D,비타민E,비타민K,프리미엄,온가족,가족,항산화,에너지,활력,피로,피곤,피부,눈,시력,뼈,혈액,골다공증,관절,단백질,탈모,신경,근육,유해산소,면역력"
1000000507,뉴트리원 정우성 프로바이오틱스 100+ 6박스 6개월분 유산균 100억마리 신 바이오틱스 프로 프리,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000507,https://www.nutrione.co.kr/data/goods/19/03/13/1000000507/1000000507_detail_023.png,156300 KRW,125000 KRW,"정우성 프로바이오틱스 100+ ,유산균,대장,장,장건강,장 건강,대장 건강,변비,변비에좋은,과민성,대장증후군,과민성 대장증후군,치질,치질에 좋은,변비에 좋은,장트러블,어린이,유아,학생,10대,고등학생,중학생,초등학생,20대,직장인,30대,남성,여성,임산부,출산,남자,여자,40대,50대,60대,70대,80대,노년층,노년,어르신,노인,실버,중장년,중년,장년"
1000000514,[코스트코 인기상품] 뉴트리원 정우성 모나코사놀 1박스 1개월분 혈중 콜레스테롤 LDL HDL 지구력 증진 옥타코사놀,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000514,https://www.nutrione.co.kr/data/goods/19/04/14/1000000514/1000000514_detail_097.png,59000 KRW,32900 KRW,"미세먼지,면역력,구내염,프로폴리스,향균,프리미엄 프로폴리스 선물세트,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질,선물세트,선물,명절,세트,추석,설날,부모님,어머니,아버지,어린이,청소년"
1000000515,"[코스트코 인기상품] 모나코사놀20 ,32정X3박스 선물세트 [3개월분] 폴리코사놀_지구력, 콜레스테롤, 혈행도움",https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000515,https://www.nutrione.co.kr/data/goods/19/04/14/1000000515/1000000515_detail_088.png,149000 KRW,84700 KRW,"미세먼지,면역력,구내염,프로폴리스,향균,프리미엄 프로폴리스 선물세트,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질,선물세트,선물,명절,세트,추석,설날,부모님,어머니,아버지,어린이,청소년"
1000000524,비비랩 전지현 콜라겐 구미 1파우치 1주분 석류맛 고함량 저분자 프랑스산 효소 분해,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000524,https://www.nutrione.co.kr/data/goods/19/04/16/1000000524/1000000524_detail_040.png,17800 KRW,14900 KRW,"저분자콜라겐,콜라겐구미,석류,이너뷰티,피쉬콜라겐,어류콜라겐,먹는콜라겐,비타민C,영양간식,간식선물,비타민,엘라스틴,히알루론산,유산균,프로바이오틱스,프락토올리고당,프리바이오틱스,파우치,펩타이드"
1000000525,비비랩 전지현 콜라겐 구미 2박스 8주분 석류맛 고함량 저분자 프랑스산 효소 분해,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000525,https://www.nutrione.co.kr/data/goods/19/04/16/1000000525/1000000525_detail_022.png,106000 KRW,79000 KRW,"저분자콜라겐,콜라겐구미,석류,이너뷰티,피쉬콜라겐,어류콜라겐,먹는콜라겐,비타민C,영양간식,간식선물,비타민,엘라스틴,히알루론산,유산균,프로바이오틱스,프락토올리고당,프리바이오틱스,파우치,펩타이드"
1000000521,[쇼핑백증정] 정우성 루테인 & 정우성 멀티비타민139 선물세트,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000521,https://www.nutrione.co.kr/data/goods/19/04/16/1000000521/1000000521_detail_073.png,49800 KRW,47800 KRW,"선물세트,명절,설날,정우성,알티지,RTG,멀티비타민,종합비타민,트리플엑스,오메가3,정우성 트리플엑스127,정우성 멀티비타민 미네랄 139,알티지 오메가3 1000,프로바이오틱스100+,루테인지아잔틴164,눈건강,유산균,지아잔틴,루테인,미네랄,비타민,추석,설날,선물,부모님,가족,시댁,시부모님,어머니,아버니,엄마,아빠,10대,20대,30대,40대,50대,60대,70대,80대,실버,노인,어르신,남자,여자,남성,여성,마리골드,메리골드,RTG,오메가3,오메가,건"
1000000548,뉴트리원 임영웅 조인트본 1500 1박스 1개월분 글루코사민 관절 영양제 연골 무릎 MSM,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000548,https://www.nutrione.co.kr/data/goods/19/05/22/1000000548/1000000548_detail_016.png,31900 KRW,24900 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,노니,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000551,뉴트리원 정우성 숙취해소 타이밍 3포 1박스 음주 숙취 해소 환 헛개 술자리 연말 회식,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000551,https://www.nutrione.co.kr/data/goods/19/06/23/1000000551/1000000551_detail_062.png,13200 KRW,7500 KRW,"정우성,잦은회식,숙취해소,음주전후,정우성 숙취해소 타이밍 (3g)X3개입 /음주 전후 숙취케어,헛개나무,환,상쾌환,"
1000000553,뉴트리원 정우성 숙취해소 타이밍 10포 1박스 음주 숙취 해소 환 헛개 술자리 연말 회식,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000553,https://www.nutrione.co.kr/data/goods/19/06/23/1000000553/1000000553_detail_065.png,45000 KRW,20000 KRW,"정우성,잦은회식,숙취해소,음주전후,정우성 숙취해소 타이밍 (3g)X3개입 /음주 전후 숙취케어,헛개나무,환,상쾌환,"
1000000554,뉴트리원 정우성 숙취해소 타이밍 18포 1박스 음주 숙취 해소 환 헛개 술자리 연말 회식,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000554,https://www.nutrione.co.kr/data/goods/19/06/23/1000000554/1000000554_detail_078.png,79200 KRW,35000 KRW,"정우성,잦은회식,숙취해소,음주전후,정우성 숙취해소 타이밍 (3g)X3개입 /음주 전후 숙취케어,헛개나무,환,상쾌환,"
1000000568,비비랩 전지현 가르시니아 1박스 15일분 체지방 내장지방 감소 비타민 복부지방 내장지방,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000568,https://www.nutrione.co.kr/data/goods/19/07/27/1000000568/1000000568_detail_01.png,17400 KRW,13500 KRW,"내 몸매의 비밀 가르시니아 30포,가르시니아,가르시니아 분말,다이어트,다이어트식단,다이어트식품,식단,식품,체지방,지방,탄수화물억제,억제,탄수화물,지방합성,내장지방,캄보지아,변비,이너뷰티,여성,여자,프로바이오틱스,유산균,배변,장 건강,장,대장,가르시니아 효능,뱃살,똥배,배,살"
1000000569,비비랩 전지현 가르시니아 3박스 45일분 체지방 내장지방 감소 비타민 복부지방 내장지방,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000569,https://www.nutrione.co.kr/data/goods/19/07/27/1000000569/1000000569_detail_029.png,46900 KRW,37800 KRW,"내 몸매의 비밀 가르시니아 30포,가르시니아,가르시니아 분말,다이어트,다이어트식단,다이어트식품,식단,식품,체지방,지방,탄수화물억제,억제,탄수화물,지방합성,내장지방,캄보지아,변비,이너뷰티,여성,여자,프로바이오틱스,유산균,배변,장 건강,장,대장,가르시니아 효능,뱃살,똥배,배,살"
1000000570,비비랩 전지현 잔티젠 에스 1박스 2주분 수면 취침  다이어트 간편 자기전 잠들기전 기초대사량,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000570,https://www.nutrione.co.kr/data/goods/19/07/27/1000000570/1000000570_detail_083.png,34900 KRW,19600 KRW,"내 몸매의 비밀 가르시니아 30포,가르시니아,가르시니아 분말,다이어트,다이어트식단,다이어트식품,식단,식품,체지방,지방,탄수화물억제,억제,탄수화물,지방합성,내장지방,캄보지아,변비,이너뷰티,여성,여자,프로바이오틱스,유산균,배변,장 건강,장,대장,가르시니아 효능,뱃살,똥배,배,살"
1000000571,비비랩 전지현 잔티젠 에스 3박스 6주분 수면 취침  다이어트 간편 자기전 잠들기전 기초대사량,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000571,https://www.nutrione.co.kr/data/goods/19/07/27/1000000571/1000000571_detail_077.png,99800 KRW,55900 KRW,"내 몸매의 비밀 가르시니아 30포,가르시니아,가르시니아 분말,다이어트,다이어트식단,다이어트식품,식단,식품,체지방,지방,탄수화물억제,억제,탄수화물,지방합성,내장지방,캄보지아,변비,이너뷰티,여성,여자,프로바이오틱스,유산균,배변,장 건강,장,대장,가르시니아 효능,뱃살,똥배,배,살"
1000000573,비비랩 전지현 다이어트&유산균 1박스 2주분 신 프리 프로 바이오틱스 가르시니아 체지방 지씨,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000573,https://www.nutrione.co.kr/data/goods/19/07/27/1000000573/1000000573_detail_075.png,35900 KRW,16800 KRW,"유기농 자연담은 유산균 30포,유기농,오가닉,유산균,대장,장,장건강,장 건강,대장 건강,변비,변비에좋은,과민성,대장증후군,과민성 대장증후군,치질,치질에 좋은,변비에 좋은,장트러블,어린이,유아,학생,10대,고등학생,중학생,초등학생,20대,직장인,30대,남성,여성,임산부,출산,남자,여자,40대,50대,60대,70대,80대,노년층,노년,어르신,노인,실버,중장년,중년,장년"
1000000574,비비랩 전지현 다이어트&유산균 3박스 6주분 신 프리 프로 바이오틱스 가르시니아 체지방 지씨,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000574,https://www.nutrione.co.kr/data/goods/19/07/27/1000000574/1000000574_detail_091.png,53400 KRW,48400 KRW,"유기농 자연담은 유산균 30포,유기농,오가닉,유산균,대장,장,장건강,장 건강,대장 건강,변비,변비에좋은,과민성,대장증후군,과민성 대장증후군,치질,치질에 좋은,변비에 좋은,장트러블,어린이,유아,학생,10대,고등학생,중학생,초등학생,20대,직장인,30대,남성,여성,임산부,출산,남자,여자,40대,50대,60대,70대,80대,노년층,노년,어르신,노인,실버,중장년,중년,장년"
1000000575,[3+1] 뉴트리원 정우성 루테인 지아잔틴 164 AX 1박스 1개월분 아스타잔틴 눈 피로 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000575,https://www.nutrione.co.kr/data/goods/19/07/27/1000000575/1000000575_detail_061.png,45000 KRW,23900 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000576,뉴트리원 정우성 루테인 지아잔틴 164 AX 2박스 2개월분 아스타잔틴 눈 피로 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000576,https://www.nutrione.co.kr/data/goods/19/07/27/1000000576/1000000576_detail_075.png,89000 KRW,39500 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000577,[3+1] 뉴트리원 정우성 루테인 지아잔틴 164 알티지 오메가3 1박스 1개월분 RTG 눈 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000577,https://www.nutrione.co.kr/data/goods/19/07/27/1000000577/1000000577_detail_074.png,45000 KRW,23900 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000578,뉴트리원 정우성 루테인 지아잔틴 164 알티지 오메가3 2박스 2개월분 RTG 눈 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000578,https://www.nutrione.co.kr/data/goods/19/07/27/1000000578/1000000578_detail_035.png,89000 KRW,39500 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000583,뉴트리원 정우성 루테인 지아잔틴 164 10박스 10개월분 눈 건강 영양제 노화 비타민 아연,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000583,https://www.nutrione.co.kr/data/goods/19/07/28/1000000583/1000000583_detail_014.png,259000 KRW,165000 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물,메리골드,마리골드,"
1000000592,"[BBLAB]전지현 FOS 프리바이오틱스 30포 1통_아연,셀렌함유",https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000592,https://www.nutrione.co.kr/data/goods/19/07/30/1000000592/1000000592_detail_097.png,29800 KRW,21900 KRW,"전지현,유산균,프리바이오틱스,면역,장건강,대장,전지현유산균,비비랩,전지현 유산균,BB LAB,비비랩유산균,프로바이오틱스,아연,셀렌,변비,배변활동,배변,FOS,전지현프리바이오틱스"
1000000599,"[BBLAB]전지현 FOS 프리바이오틱스 30포 3통_아연,셀렌함유",https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000599,https://www.nutrione.co.kr/data/goods/19/08/32/1000000599/1000000599_detail_04.png,87300 KRW,39900 KRW,"전지현,유산균,프리바이오틱스,면역,장건강,대장,전지현유산균,비비랩,전지현 유산균,BB LAB,비비랩유산균,프로바이오틱스,아연,셀렌,변비,배변활동,배변,FOS,전지현프리바이오틱스"
1000000600,"[BBLAB]전지현 FOS 프리바이오틱스 30포 6통_아연,셀렌함유",https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000600,https://www.nutrione.co.kr/data/goods/19/08/32/1000000600/1000000600_detail_041.png,160000 KRW,76500 KRW,"전지현,유산균,프리바이오틱스,면역,장건강,대장,전지현유산균,비비랩,전지현 유산균,BB LAB,비비랩유산균,프로바이오틱스,아연,셀렌,변비,배변활동,배변,FOS,전지현프리바이오틱스"
1000000624,비비랩 전지현 저분자 콜라겐 4통 4개월분 먹는 피쉬 어류 펩타이드 어린 히알루론산 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000624,https://www.nutrione.co.kr/data/goods/19/09/36/1000000624/1000000624_detail_033.png,84700 KRW,67800 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000625,비비랩 전지현 저분자 콜라겐 2통 2개월분 먹는 피쉬 어류 생선 펩타이드 어린 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000625,https://www.nutrione.co.kr/data/goods/19/09/36/1000000625/1000000625_detail_026.png,43500 KRW,34700 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000626,비비랩 전지현 저분자 콜라겐 3통 3개월분 먹는 피쉬 어류 생선 펩타이드 어린 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000626,https://www.nutrione.co.kr/data/goods/19/09/36/1000000626/1000000626_detail_025.png,66900 KRW,52000 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000627,뉴트리원 정우성 트리플엑스 127 6박스 6개월분 RTG 오메가3 멀티 종합 비타민 에너지 뼈 근육,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000627,https://www.nutrione.co.kr/data/goods/19/09/36/1000000627/1000000627_detail_029.png,174000 KRW,99000 KRW,"정우성종합영양제,오메가3,비타민12종,미네랄7종,오메가3,오메가,비타민,미네랄,종합영양제,정우성,종합비타민,비타민A,비타민B,비타민C,비타민D,비타민E,셀렌,망간,칼슘,구리,아연,비오틴,엽산,비오틴,EPA,DHA,RTG,근육,신진대사,뼈,뼈건강,관절,면역,활력,에너지,종합,가족,어르신,노인,10대,20대,30대,40대,50대,60대,70대,80대,혈액,성장,여자,여성,남자,남성,청소년,학생,중학생,고등학생,직장인,주부"
