ID,Item title,Final URL,Image URL,Price,Final mobile URL,Item description,Sale price,Contextual keywords
1000000514,[코스트코 인기상품] 뉴트리원 정우성 모나코사놀 1박스 1개월분 혈중 콜레스테롤 LDL HDL 지구력 증진 옥타코사놀,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000514,https://www.nutrione.co.kr/data/goods/19/04/14/1000000514/1000000514_detail_097.png,59000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000514,"항염,면역력 증진에 도움을 줄 수 있는 뿌려먹는 프로폴리스",32900 KRW,"미세먼지,면역력,구내염,프로폴리스,향균,프리미엄 프로폴리스 선물세트,잔병,감기,어린이 영양제,영양제,스프레이 영양제,꿀,벌꿀,뼈,뼈 건강,관절,연골,허리,어깨,무릎,골다공증,입병,혓바늘,구강,항염,항생제,항바이러스,바이러스,항균,세균,항암,질염,Y존,여자,여성,칸디다,생식기,자궁,질,선물세트,선물,명절,세트,추석,설날,부모님,어머니,아버지,어린이,청소년"
1000000524,비비랩 전지현 콜라겐 구미 1파우치 1주분 석류맛 고함량 저분자 프랑스산 효소 분해,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000524,https://www.nutrione.co.kr/data/goods/19/04/16/1000000524/1000000524_detail_040.png,17800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000524,맛있게 챙기는 콜라겐! 전지현 콜라겐 구미젤리,10900 KRW,"저분자콜라겐,콜라겐구미,석류,이너뷰티,피쉬콜라겐,어류콜라겐,먹는콜라겐,비타민C,영양간식,간식선물,비타민,엘라스틴,히알루론산,유산균,프로바이오틱스,프락토올리고당,프리바이오틱스,파우치,펩타이드"
1000000525,비비랩 전지현 콜라겐 구미 2박스 8주분 석류맛 고함량 저분자 프랑스산 효소 분해,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000525,https://www.nutrione.co.kr/data/goods/19/04/16/1000000525/1000000525_detail_022.png,106000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000525,맛있게 챙기는 콜라겐! 전지현 콜라겐 구미젤리,69900 KRW,"저분자콜라겐,콜라겐구미,석류,이너뷰티,피쉬콜라겐,어류콜라겐,먹는콜라겐,비타민C,영양간식,간식선물,비타민,엘라스틴,히알루론산,유산균,프로바이오틱스,프락토올리고당,프리바이오틱스,파우치,펩타이드"
1000000521,[쇼핑백증정] 정우성 루테인 & 정우성 멀티비타민139 선물세트,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000521,https://www.nutrione.co.kr/data/goods/19/04/16/1000000521/1000000521_detail_067.png,49800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000521,정우성 선물세트로 고급지게 명절 고민 끝!,35900 KRW,"선물세트,명절,설날,정우성,알티지,RTG,멀티비타민,종합비타민,트리플엑스,오메가3,정우성 트리플엑스127,정우성 멀티비타민 미네랄 139,알티지 오메가3 1000,프로바이오틱스100+,루테인지아잔틴164,눈건강,유산균,지아잔틴,루테인,미네랄,비타민,추석,설날,선물,부모님,가족,시댁,시부모님,어머니,아버니,엄마,아빠,10대,20대,30대,40대,50대,60대,70대,80대,실버,노인,어르신,남자,여자,남성,여성,마리골드,메리골드,RTG,오메가3,오메가,건"
1000000548,뉴트리원 임영웅 조인트본 1500 1박스 1개월분 글루코사민 관절 영양제 연골 무릎 MSM,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000548,https://www.nutrione.co.kr/data/goods/19/05/22/1000000548/1000000548_detail_016.png,31900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000548,임영웅/전지현/정우성/김희애와 함께 하는 대한민국 넘버원 건강기능식품 쇼핑몰,18000 KRW,"전지현비비랩,전지현유산균,정우성루테인,루테인지아진틴,임영웅,더생,오메가3,비타민,영양제,건강기능식품,루테인,오메가3,다이어트,밀크씨슬,유산균,칼슘,비오틴"
1000000553,뉴트리원 정우성 숙취해소 타이밍 10포 1박스 음주 숙취 해소 환 헛개 술자리 연말 회식,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000553,https://www.nutrione.co.kr/data/goods/19/06/23/1000000553/1000000553_detail_065.png,45000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000553,숙취에는 정우성 타이밍,20000 KRW,"정우성,잦은회식,숙취해소,음주전후,정우성 숙취해소 타이밍 (3g)X3개입 /음주 전후 숙취케어,헛개나무,환,상쾌환,"
1000000570,비비랩 전지현 잔티젠 에스 1박스 2주분 심플 다이어트 보조제 식단 음식 체지방 감소 순수,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000570,https://www.nutrione.co.kr/data/goods/19/07/27/1000000570/1000000570_detail_083.png,34900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000570,유산균과 가르시니아로 변비와 다이어트를 한번에 해결하는 내몸매의 비밀,19600 KRW,"내 몸매의 비밀 가르시니아 30포,가르시니아,가르시니아 분말,다이어트,다이어트식단,다이어트식품,식단,식품,체지방,지방,탄수화물억제,억제,탄수화물,지방합성,내장지방,캄보지아,변비,이너뷰티,여성,여자,프로바이오틱스,유산균,배변,장 건강,장,대장,가르시니아 효능,뱃살,똥배,배,살"
1000000571,비비랩 전지현 잔티젠 에스 3박스 6주분 심플 다이어트 보조제 식단 음식 체지방 감소 순수,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000571,https://www.nutrione.co.kr/data/goods/19/07/27/1000000571/1000000571_detail_077.png,99800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000571,유산균과 가르시니아로 변비와 다이어트를 한번에 해결하는 내몸매의 비밀,55900 KRW,"내 몸매의 비밀 가르시니아 30포,가르시니아,가르시니아 분말,다이어트,다이어트식단,다이어트식품,식단,식품,체지방,지방,탄수화물억제,억제,탄수화물,지방합성,내장지방,캄보지아,변비,이너뷰티,여성,여자,프로바이오틱스,유산균,배변,장 건강,장,대장,가르시니아 효능,뱃살,똥배,배,살"
1000000575,[3+1] 뉴트리원 정우성 루테인 지아잔틴 164 AX 1박스 1개월분 아스타잔틴 눈 피로 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000575,https://www.nutrione.co.kr/data/goods/19/07/27/1000000575/1000000575_detail_061.png,45000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000575,"노안,시력저하 회복에 도움을 줄 수 있는 루테인 지아잔틴164",23900 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000576,뉴트리원 정우성 루테인 지아잔틴 164 AX 2박스 2개월분 아스타잔틴 눈 피로 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000576,https://www.nutrione.co.kr/data/goods/19/07/27/1000000576/1000000576_detail_075.png,89000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000576,"노안,시력저하 회복에 도움을 줄 수 있는 루테인 지아잔틴164",39500 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000577,[3+1] 뉴트리원 정우성 루테인 지아잔틴 164 알티지 오메가3 1박스 1개월분 RTG 눈 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000577,https://www.nutrione.co.kr/data/goods/19/07/27/1000000577/1000000577_detail_074.png,45000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000577,"노안,시력저하 회복에 도움을 줄 수 있는 루테인 지아잔틴164",23900 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000578,뉴트리원 정우성 루테인 지아잔틴 164 알티지 오메가3 2박스 2개월분 RTG 눈 건강,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000578,https://www.nutrione.co.kr/data/goods/19/07/27/1000000578/1000000578_detail_035.png,89000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000578,"노안,시력저하 회복에 도움을 줄 수 있는 루테인 지아잔틴164",39500 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물"
1000000583,뉴트리원 정우성 루테인 지아잔틴 164 10박스 10개월분 눈 건강 영양제 노화 비타민 아연,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000583,https://www.nutrione.co.kr/data/goods/19/07/28/1000000583/1000000583_detail_068.png,259000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000583,"노안,시력저하 회복에 도움을 줄 수 있는 루테인 지아잔틴164",165000 KRW,"루테인,지아잔틴,황반변성,시력,루테인 지아잔틴 164 30캡슐,눈,안구,눈건강,눈영양제,직장인,아버지,노안,노화,어머니,시댁,선물,시어머니,시아버지,안구건강,황반,시각,시력영양제,눈에좋은,눈에 좋은,시력에 좋은,10대,20대,30대,40대,50대,60대,70대,80대,실버,주부,선물,시력에,눈에,노인,어르신,선물,메리골드,마리골드,"
1000000592,BBLAB 전지현 FOS 프리바이오틱스 30포 1통 1개월분 아연 셀렌,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000592,https://www.nutrione.co.kr/data/goods/19/07/30/1000000592/1000000592_detail_097.png,29800 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000592,전지현 FOS 프리바이오틱스,21900 KRW,"전지현,유산균,프리바이오틱스,면역,장건강,대장,전지현유산균,비비랩,전지현 유산균,BB LAB,비비랩유산균,프로바이오틱스,아연,셀렌,변비,배변활동,배변,FOS,전지현프리바이오틱스"
1000000599,BBLAB 전지현 FOS 프리바이오틱스 30포 3통 3개월분 아연 셀렌,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000599,https://www.nutrione.co.kr/data/goods/19/08/32/1000000599/1000000599_detail_04.png,87300 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000599,전지현 FOS 프리바이오틱스,39900 KRW,"전지현,유산균,프리바이오틱스,면역,장건강,대장,전지현유산균,비비랩,전지현 유산균,BB LAB,비비랩유산균,프로바이오틱스,아연,셀렌,변비,배변활동,배변,FOS,전지현프리바이오틱스"
1000000600,BBLAB 전지현 FOS 프리바이오틱스 30포 6통 6개월분 아연 셀렌,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000600,https://www.nutrione.co.kr/data/goods/19/08/32/1000000600/1000000600_detail_041.png,160000 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000600,전지현 FOS 프리바이오틱스,76500 KRW,"전지현,유산균,프리바이오틱스,면역,장건강,대장,전지현유산균,비비랩,전지현 유산균,BB LAB,비비랩유산균,프로바이오틱스,아연,셀렌,변비,배변활동,배변,FOS,전지현프리바이오틱스"
1000000624,비비랩 전지현 저분자 콜라겐 4통 4개월분 먹는 피쉬 어류 펩타이드 어린 히알루론산 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000624,https://www.nutrione.co.kr/data/goods/19/09/36/1000000624/1000000624_detail_033.png,84700 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000624,전지현 저분자피쉬콜라겐,67800 KRW,"저분자피쉬콜라겐, 피쉬콜라겐, 비비랩콜라겐, 저분자콜라겐, 비비랩 저분자콜라겐, bblab 콜라겐, bblab, 전지현콜라겐, 전지현, 콜라겐"
1000000625,비비랩 전지현 저분자 콜라겐 2통 2개월분 먹는 피쉬 어류 생선 펩타이드 어린 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000625,https://www.nutrione.co.kr/data/goods/19/09/36/1000000625/1000000625_detail_039.png,43500 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000625,"전지현 피부건강의 비밀, 저분자 피쉬콜라겐",34700 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
1000000626,비비랩 전지현 저분자 콜라겐 3통 3개월분 먹는 피쉬 어류 생선 펩타이드 어린 엘라스틴,https://www.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000626,https://www.nutrione.co.kr/data/goods/19/09/36/1000000626/1000000626_detail_025.png,66900 KRW,https://m.nutrione.co.kr/goods/goods_view.php?goodsNo=1000000626,"전지현 피부건강의 비밀, 저분자 피쉬콜라겐",52000 KRW,"피부건강,저분자콜라겐,피쉬콜라겐,전지현콜라겐,전지현"
